Код;Наименование;Артикул;Базовая единица измерения;Комментарий;Основная единица измерения;Основное свойство;Полное наименование;ВыгружатьВИнтернетМагазин;НаименованиеИМ;Длинна;Ширина;Высота;Объем;Блокировать скидку по карте;Статус товара;Штрихкоды номенклатуры
00079478;         ТУТ нг 10/5 черная рулон EKF;tut-10-b;м; ;м; ;ТУТ нг 10/5 черная рулон EKF;1;ТУТ нг 10/5 черная рулон EKF;50;0;1;0;1;Новинка;2,70E+12
00079482;         ТУТ нг 30/15 черная рулон EKF;tut-30-b;м; ;м; ;ТУТ нг 30/15 черная рулон EKF;1;ТУТ нг 30/15 черная рулон EKF;50;3;1;0,0002;1;Новинка;4,69E+12
00079483;         ТУТ нг 40/20 черная рулон EKF;tut-40-b;м; ;м; ;ТУТ нг 40/20 черная рулон EKF;1;ТУТ нг 40/20 черная рулон EKF;50;3;1;0,0002;1;Новинка;4,69E+12
00079404;      Клеммы и клеммники;;;;;;;;;;;;;;;
00086031;         Гребенчатые шины (PIN);;;;;;;;;;;;;;;
00079546;            Шина нулевая в корпусе (4х15) EKF;sn0-4x15;шт; ;шт; ;Шина нулевая в корпусе (4х15) EKF;1;Шина нулевая в корпусе (4х15) EKF;9;13;5;0,0006;1;Новинка; 
00079547;            Шина соед. типа PIN для 1-п нагр. 63А 12 мод. EKF;pin-01-63-12;шт;Шины предназначены для присоединения нулевых проводников (шина N) и заземления (шина PE). Шины выполнены из латуни и никелированной латуни. Нулевая шина устанавливается на изоляторе;шт; ;Шина соед. типа PIN для 1-п нагр. 63А 12 мод. EKF;1;Шина соед. типа PIN для 1-п нагр. 63А 12 мод. EKF;0,5;0,3;22;0;1;Новинка;"4690216128429                 
4690216128405"
00079548;            Шина соед. типа PIN для 1-п нагр. 63А 54 мод. EKF;pin-01-63;шт;Шины предназначены для присоединения нулевых проводников (шина N) и заземления (шина PE). Шины выполнены из латуни и никелированной латуни. Нулевая шина устанавливается на изоляторе;шт; ;Шина соед. типа PIN для 1-п нагр. 63А 54 мод. EKF;1;Шина соед. типа PIN для 1-п нагр. 63А 54 мод. EKF;0,28;1,5;100;0;1;Новинка;4,69E+12
00079549;            Шина соед. типа PIN для 2-п нагр. 63А 54 мод. EKF;pin-02-63;шт;Шины предназначены для присоединения нулевых проводников (шина N) и заземления (шина PE). Шины выполнены из латуни и никелированной латуни. Нулевая шина устанавливается на изоляторе;шт; ;Шина соед. типа PIN для 2-п нагр. 63А 54 мод. EKF;1;Шина соед. типа PIN для 2-п нагр. 63А 54 мод. EKF;0,5;0,23;100;0;1;Новинка;4,69E+12
00079550;            Шина соед. типа PIN для 3-п нагр. 63А 12 мод. EKF;pin-03-63-12;шт;Шины предназначены для присоединения нулевых проводников (шина N) и заземления (шина PE). Шины выполнены из латуни и никелированной латуни. Нулевая шина устанавливается на изоляторе;шт; ;Шина соед. типа PIN для 3-п нагр. 63А 12 мод. EKF;1;Шина соед. типа PIN для 3-п нагр. 63А 12 мод. EKF;0,6;0,3;22;0;1;Новинка;"4690216128436                 
4690216128412"
00079551;            Шина соед. типа PIN для 3-п нагр. 63А 54 мод. EKF;pin-03-63;шт;Шины предназначены для присоединения нулевых проводников (шина N) и заземления (шина PE). Шины выполнены из латуни и никелированной латуни. Нулевая шина устанавливается на изоляторе;шт; ;Шина соед. типа PIN для 3-п нагр. 63А 54 мод. EKF;1;Шина соед. типа PIN для 3-п нагр. 63А 54 мод. EKF;0,6;0,3;100;0;1;Новинка;4,69E+12
00086032;            Шина соединительная типа PIN (12 штырей) 1Р 63А 22см IEK;YNS21-1-063-22-12;шт; ;шт; ;Шина соединительная типа PIN (12 штырей) 1Р 63А 22см IEK;0;Шина соединительная типа PIN (12 штырей) 1Р 63А 22см IEK;24;5;4;0,0005;0;Новинка; 
00086005;         клеммы типа WAGO;;;;;;;;;;;;;;;
00079522;            Клемма СМК 221-412 блистер (5шт.) EKF;plc-smk-221-412b;упак;Каждая упаковка содержит по пять клемм. Клеммы СМК предназначены для многоразового присоединения и ответвления одножильных и многожильных проводников из меди (серия 222) или меди и алюминия (серия 224) в электрических цепях переменного тока с частотой 50 ;упак; ;Клемма СМК 221-412 блистер (5шт.) EKF;1;Клемма СМК 221-412 блистер (5шт.) EKF;2;7;8;0,0001;1;Новинка;4,69E+12
00079523;            Клемма СМК 221-413 блистер (5шт.) EKF;plc-smk-221-413b;упак;Каждая упаковка содержит по пять клемм. Клеммы СМК предназначены для многоразового присоединения и ответвления одножильных и многожильных проводников из меди (серия 222) или меди и алюминия (серия 224) в электрических цепях переменного тока с частотой 50 ;упак; ;Клемма СМК 221-413 блистер (5шт.) EKF;1;Клемма СМК 221-413 блистер (5шт.) EKF;2;7;8;0,0001;1;Новинка;4,69E+12
00079524;            Клемма СМК 221-415 блистер (5шт.) EKF;plc-smk-221-415b;упак;Каждая упаковка содержит по пять клемм. Клеммы СМК предназначены для многоразового присоединения и ответвления одножильных и многожильных проводников из меди (серия 222) или меди и алюминия (серия 224) в электрических цепях переменного тока с частотой 50 ;упак; ;Клемма СМК 221-415 блистер (5шт.) EKF;1;Клемма СМК 221-415 блистер (5шт.) EKF;2;7;8;0,0001;1;Новинка;4,69E+12
00079525;            Клемма СМК 222-412 блистер (5шт) EKF;plc-smk-412b;упак;Каждая упаковка содержит по пять клемм. Клеммы СМК предназначены для многоразового присоединения и ответвления одножильных и многожильных проводников из меди (серия 222) или меди и алюминия (серия 224) в электрических цепях переменного тока с частотой 50 ;упак; ;Клемма СМК 222-412 блистер (5шт) EKF;1;Клемма СМК 222-412 блистер (5шт) EKF;2;7;8;0,0001;1;Новинка;4,69E+12
00082235;            Клемма СМК 222-412 с рычагом 2 отверстия 0,08-2,5(4,0) мм2 EKF;plc-smk-412;шт; ;шт; ;Клемма СМК 222-412 с рычагом 2 отверстия 0,08-2,5(4,0) мм2 EKF;0;Клемма СМК 222-412 с рычагом 2 отверстия 0,08-2,5(4,0) мм2 EKF;1;2;1;0;0;Новинка;2,00E+12
00079526;            Клемма СМК 222-413 блистер (5шт) EKF;plc-smk-413b;упак;Каждая упаковка содержит по пять клемм. Клеммы СМК предназначены для многоразового присоединения и ответвления одножильных и многожильных проводников из меди (серия 222) или меди и алюминия (серия 224) в электрических цепях переменного тока с частотой 50 ;упак; ;Клемма СМК 222-413 блистер (5шт) EKF;1;Клемма СМК 222-413 блистер (5шт) EKF;2;7;8;0,0001;1;Новинка;4,69E+12
00079527;            Клемма СМК 222-415 блистер (5шт) EKF;plc-smk-415b;упак;Каждая упаковка содержит по пять клемм. Клеммы СМК предназначены для многоразового присоединения и ответвления одножильных и многожильных проводников из меди (серия 222) или меди и алюминия (серия 224) в электрических цепях переменного тока с частотой 50 ;упак; ;Клемма СМК 222-415 блистер (5шт) EKF;1;Клемма СМК 222-415 блистер (5шт) EKF;2;7;8;0,0001;1;Новинка;4,69E+12
00082236;            Клемма СМК 222-415 с рычагом 5 отверстий 0,08-2,5(4,0) мм2 EKF;plc-smk-415;шт; ;шт; ;Клемма СМК 222-415 с рычагом 5 отверстий 0,08-2,5(4,0) мм2 EKF;0;Клемма СМК 222-415 с рычагом 5 отверстий 0,08-2,5(4,0) мм2 EKF;1;3;1;0;0;Новинка; 
00079528;            Клеммник 3х(0.08-2.5(4.0)) WAGO 222-413 RS;195332;шт;"Соединительные клеммы Wago захватывают зачищенные тонкопроволочные проводники без инструментов. Благодаря утопленному рычажку у клеммы, исключено случайное неправильное нажатие на него при вкладывании в тесное пространство для встраивания
Сила тока (А): 3";шт; ;Клеммник 3х(0.08-2.5(4.0)) WAGO 222-413 RS;1;Клеммник 3х(0.08-2.5(4.0)) WAGO 222-413 RS;2;2;2;0;1;Новинка;4,02E+12
00079529;            Клеммник 5х(0.08-2.5(4.0)) WAGO 222-415 RS; ;шт;"Соединительные клеммы Wago захватывают зачищенные тонкопроволочные проводники без инструментов. Благодаря утопленному рычажку у клеммы, исключено случайное неправильное нажатие на него при вкладывании в тесное пространство для встраивания
Сила тока (А): 3";шт; ;Клеммник 5х(0.08-2.5(4.0)) WAGO 222-415 RS;1;Клеммник 5х(0.08-2.5(4.0)) WAGO 222-415 RS;3;2;2;0;1;Новинка;4,04E+12
00079530;            Клеммник универсальный 2х(0.08- 2.5) WAGO 222-412 RS;195310;шт;"Соединительные клеммы Wago захватывают зачищенные тонкопроволочные проводники без инструментов. Благодаря утопленному рычажку у клеммы, исключено случайное неправильное нажатие на него при вкладывании в тесное пространство для встраивания
Сила тока (А): 3";шт; ;Клеммник универсальный 2х(0.08- 2.5) WAGO 222-412 RS;1;Клеммник универсальный 2х(0.08- 2.5) WAGO 222-412 RS;2;2;2;0;1;Новинка;4,05E+12
00079531;            Колодка клеммная 10мм 10А (10шт.) EKF;plc-KK-10-10;упак;Клеммные колодки (зажим клеммный, 12 секций) EKF PROxima применяются в электрических цепях с номинальным напряжением до 400В и частотой 50 Гц. Предназначены для винтового соединения проводников, исключают возможность замыкания на корпус электроустановки. ;упак; ;Колодка клеммная 10мм 10А (10шт.) EKF;1;Колодка клеммная 10мм 10А (10шт.) EKF;10;2;12;0,0002;1;Новинка;4,69E+12
00079532;            Колодка клеммная 12мм 15А (10шт.) EKF;plc-KK-12-15;упак;Клеммные колодки (зажим клеммный, 12 секций) EKF PROxima применяются в электрических цепях с номинальным напряжением до 400В и частотой 50 Гц. Предназначены для винтового соединения проводников, исключают возможность замыкания на корпус электроустановки. ;упак; ;Колодка клеммная 12мм 15А (10шт.) EKF;1;Колодка клеммная 12мм 15А (10шт.) EKF;11;3;13;0,0004;1;Новинка;4,69E+12
00086011;            Строительно-монтажная клемма СМК 221-612 (4шт/упак) IEK;UKZ40-612-004;упак; ;упак; ;Строительно-монтажная клемма СМК 221-612 (4шт/упак) IEK;0;Строительно-монтажная клемма СМК 221-612 (4шт/упак) IEK;13;8;1;0,0001;0;Новинка; 
00086012;            Строительно-монтажная клемма СМК 221-613 (4шт/упак) IEK;UKZ40-613-004;упак; ;упак; ;Строительно-монтажная клемма СМК 221-613 (4шт/упак) IEK;0;Строительно-монтажная клемма СМК 221-613 (4шт/упак) IEK;13;8;1;0,0001;0;Новинка; 
00086013;            Строительно-монтажная клемма СМК 221-614 (4шт/упак) IEK;UKZ40-614-004;упак; ;упак; ;Строительно-монтажная клемма СМК 221-614 (4шт/упак) IEK;0;Строительно-монтажная клемма СМК 221-614 (4шт/упак) IEK;13;8;1;0,0001;0;Новинка; 
00086006;            Строительно-монтажная клемма СМК 222-412 (4шт/упак) IEK;UKZ-004-412;упак; ;упак; ;Строительно-монтажная клемма СМК 222-412 (4шт/упак) IEK;0;Строительно-монтажная клемма СМК 222-412 (4шт/упак) IEK;13;8;1,5;0,0002;0;Новинка; 
00086007;            Строительно-монтажная клемма СМК 222-413 (4шт/упак) IEK;UKZ-004-413;упак; ;упак; ;Строительно-монтажная клемма СМК 222-413 (4шт/упак) IEK;0;Строительно-монтажная клемма СМК 222-413 (4шт/упак) IEK;13;8;1,5;0,0002;0;Новинка; 
00086009;            Строительно-монтажная клемма СМК 222-414 (4шт/упак) IEK;UKZ20-414-004;упак; ;упак; ;Строительно-монтажная клемма СМК 222-414 (4шт/упак) IEK;0;Строительно-монтажная клемма СМК 222-414 (4шт/упак) IEK;13;8;1,5;0,0002;0;Новинка; 
00086008;            Строительно-монтажная клемма СМК 222-415 (4шт/упак) IEK;UKZ-004-415;упак; ;упак; ;Строительно-монтажная клемма СМК 222-415 (4шт/упак) IEK;0;Строительно-монтажная клемма СМК 222-415 (4шт/упак) IEK;13;8;1,5;0,0002;0;Новинка; 
00086010;            Строительно-монтажная клемма СМК 222-418 (4шт/упак) IEK;UKZ20-418-004;упак; ;упак; ;Строительно-монтажная клемма СМК 222-418 (4шт/упак) IEK;0;Строительно-монтажная клемма СМК 222-418 (4шт/упак) IEK;13;8;1;0,0001;0;Новинка; 
00079533;            Строительно-монтажная клемма СМК 222-422 проходная 2 полюса 0,08-4мм2 (25шт.) EKF;plc-smk-422;шт;Строительно-монтажные клеммы EKF предназначены для соединения и разветвления одножильных и многожильных проводников из меди в электрических цепях переменного тока с частотой 50 Гц напряжением до 400 В. Клеммы отличаются повышенной прочностью и рассчитаны ;шт; ;Строительно-монтажная клемма СМК 222-422 проходная 2 полюса 0,08-4мм2 (25шт.) EKF;1;Строительно-монтажная клемма СМК 222-422 проходная 2 полюса 0,08-4мм2 (25шт.) EKF;1;1;4;0;1;Новинка;4,69E+12
00079534;            Строительно-монтажная клемма СМК 222-423 проходная 3 полюса 0,08-4мм2 (25шт.) EKF;plc-smk-423;шт;Строительно-монтажные клеммы EKF предназначены для соединения и разветвления одножильных и многожильных проводников из меди в электрических цепях переменного тока с частотой 50 Гц напряжением до 400 В. Клеммы отличаются повышенной прочностью и рассчитаны ;шт; ;Строительно-монтажная клемма СМК 222-423 проходная 3 полюса 0,08-4мм2 (25шт.) EKF;1;Строительно-монтажная клемма СМК 222-423 проходная 3 полюса 0,08-4мм2 (25шт.) EKF;1;1;4;0;1;Новинка;4,69E+12
00086023;         Нулевые шины N;;;;;;;;;;;;;;;
00079520;            Блок КБР на DIN-рейку и монтажную панель 125A EKF;plc-kbr125;шт; ;шт; ;Блок КБР на DIN-рейку и монтажную панель 125A EKF;1;Блок КБР на DIN-рейку и монтажную панель 125A EKF;5;3;8;0,0001;1;Новинка;4,69E+12
00079521;            Блок проходной РБП 35 (1х35-4х6 мм2) 125/50А EKF;RBP-35-50;шт; ;шт; ;Блок проходной РБП 35 (1х35-4х6 мм2) 125/50А EKF;1;Блок проходной РБП 35 (1х35-4х6 мм2) 125/50А EKF;4;4;6;0,0001;1;Новинка;4,69E+12
00085983;            Распределительный блок на DIN-рейку РБД-125А IEK;RBD-125;шт; ;шт; ;Распределительный блок на DIN-рейку РБД-125А IEK;0;Распределительный блок на DIN-рейку РБД-125А IEK;8;5;3;0,0001;0;Новинка; 
00085984;            Распределительный блок на DIN-рейку РБД-80А IEK;RBD-80;шт; ;шт; ;Распределительный блок на DIN-рейку РБД-80А IEK;0;Распределительный блок на DIN-рейку РБД-80А IEK;7;5;3;0,0001;0;Новинка; 
00079535;"            Шина ""0"" N (6x9мм) 10 отв. латунь синий изолятор тип ""Стойка"" на DIN-рейку EKF";sn0-63-10-sb;шт;Шины предназначены для присоединения нулевых проводников (шина N) и заземления (шина PE). Шины выполнены из латуни и никелированной латуни. Нулевая шина устанавливается на изоляторе.;шт; ;"Шина ""0"" N (6x9мм) 10 отв. латунь синий изолятор тип ""Стойка"" на DIN-рейку EKF";1;"Шина ""0"" N (6x9мм) 10 отв. латунь синий изолятор тип ""Стойка"" на DIN-рейку EKF";2;7;3;0;1;Новинка;"4690216170756                 
2000713170012"
00079537;"            Шина ""0"" N (6x9мм) 12 отв. латунь синий изолятор тип ""Стойка"" на DIN-рейку EKF";sn0-63-12-sb;шт;Шины предназначены для присоединения нулевых проводников (шина N) и заземления (шина PE). Шины выполнены из латуни и никелированной латуни. Нулевая шина устанавливается на изоляторе;шт; ;"Шина ""0"" N (6x9мм) 12 отв. латунь синий изолятор тип ""Стойка"" на DIN-рейку EKF";1;"Шина ""0"" N (6x9мм) 12 отв. латунь синий изолятор тип ""Стойка"" на DIN-рейку EKF";2;11;3;0,0001;1;Новинка;"2000795370010                 
2000795360011                 
4690216170770"
00079538;"            Шина ""0"" N (6x9мм) 12 отв. латунь синий нейл. корп. комбинир. EKF";sn0-63-12-dn;шт;Шины предназначены для присоединения нулевых проводников (шина N) и заземления (шина PE). Шины выполнены из латуни и никелированной латуни. Нулевая шина устанавливается на изоляторе;шт; ;"Шина ""0"" N (6x9мм) 12 отв. латунь синий нейл. корп. комбинир. EKF";1;"Шина ""0"" N (6x9мм) 12 отв. латунь синий нейл. корп. комбинир. EKF";2;11;3;0,0001;1;Новинка;"2000795380019                 
2000713190010                 
4690216027432"
00079539;"            Шина ""0"" N (6x9мм) 6 отв. латунь синий нейл. корп. комбинир. EKF";sn0-63-06-dn;шт;Шины предназначены для присоединения нулевых проводников (шина N) и заземления (шина PE). Шины выполнены из латуни и никелированной латуни. Нулевая шина устанавливается на изоляторе;шт; ;"Шина ""0"" N (6x9мм) 6 отв. латунь синий нейл. корп. комбинир. EKF";1;"Шина ""0"" N (6x9мм) 6 отв. латунь синий нейл. корп. комбинир. EKF";2;7;3;0;1;Новинка;"2000795390018                 
2000713200016                 
4690216027494"
00079540;"            Шина ""0"" N (6x9мм) 8 отв. латунь синий изолятор тип ""Стойка"" на DIN-рейку EKF";sn0-63-8-sb;шт;Шины предназначены для присоединения нулевых проводников (шина N) и заземления (шина PE). Шины выполнены из латуни и никелированной латуни. Нулевая шина устанавливается на изоляторе;шт; ;"Шина ""0"" N (6x9мм) 8 отв. латунь синий изолятор тип ""Стойка"" на DIN-рейку EKF";1;"Шина ""0"" N (6x9мм) 8 отв. латунь синий изолятор тип ""Стойка"" на DIN-рейку EKF";2;9;0;0;1;Новинка;4,69E+12
00079541;"            Шина ""0"" N (6x9мм) 8 отв. латунь синий нейл. корп. комбинир. EKF";sn0-63-08-dn;шт;Шины предназначены для присоединения нулевых проводников (шина N) и заземления (шина PE). Шины выполнены из латуни и никелированной латуни. Нулевая шина устанавливается на изоляторе;шт; ;"Шина ""0"" N (6x9мм) 8 отв. латунь синий нейл. корп. комбинир. EKF";1;"Шина ""0"" N (6x9мм) 8 отв. латунь синий нейл. корп. комбинир. EKF";2;9;3;0,0001;1;Новинка;4,69E+12
00079542;"            Шина ""0"" PE (6x9мм) 8 отв. латунь желтый изолятор тип ""Стойка"" на DIN-рейку EKF";sn0-63-8-sy;шт;Шины предназначены для присоединения нулевых проводников (шина N) и заземления (шина PE). Шины выполнены из латуни и никелированной латуни. Нулевая шина устанавливается на изоляторе;шт; ;"Шина ""0"" PE (6x9мм) 8 отв. латунь желтый изолятор тип ""Стойка"" на DIN-рейку EKF";1;"Шина ""0"" PE (6x9мм) 8 отв. латунь желтый изолятор тип ""Стойка"" на DIN-рейку EKF";2;9;3;0,0001;1;Новинка;4,69E+12
00083266;"            Шина ""N"" нулевая с изолятором на DIN-рейку 6x9мм стойка мал. 10 групп инд. стикер TDM";SQ0801-0113;шт;"Тип: шина нулевая
Тип монтажа: на Din-рейку
Количество в упаковке: 1 шт
Номинальный ток: 100 А
Число подключенных проводников: 10
Наличие изоляции: да
Вес: 0.038 кг
Модельный ряд: N
Ширина: 9 мм
Высота: 28 мм
Глубина: 72 мм
Способ крепления: конструкция к";шт; ;"Шина ""N"" нулевая с изолятором на DIN-рейку 6x9мм стойка мал. 10 групп инд. стикер TDM";1;"Шина ""N"" нулевая с изолятором на DIN-рейку 6x9мм стойка мал. 10 групп инд. стикер TDM";9;1;2;0;1;Новинка;"4690259290510                 
4690259290503"
00083267;"            Шина ""N"" нулевая с изолятором на DIN-рейку 6x9мм стойка мал. 12 групп инд. стикер TDM";SQ0801-0114;шт;"Тип: шина нулевая
Тип монтажа: на Din-рейку
Количество в упаковке: 1 шт
Номинальный ток: 63 А
Число подключенных проводников: 12
Наличие изоляции: да
Материал: латунь
Габариты: 28х85х20.5 мм";шт; ;"Шина ""N"" нулевая с изолятором на DIN-рейку 6x9мм стойка мал. 12 групп инд. стикер TDM";1;"Шина ""N"" нулевая с изолятором на DIN-рейку 6x9мм стойка мал. 12 групп инд. стикер TDM";10;1;2;0;1;Новинка;"4690259290541                 
4690259290534"
00083265;"            Шина ""N"" нулевая с изолятором на DIN-рейку 6x9мм стойка мал. 8 групп инд. стикер TDM";SQ0801-0112;шт;"Тип: шина нулевая
Тип монтажа: на Din-рейку
Номинальный ток: 63 А
Число подключенных проводников: 8
Наличие изоляции: да
Материал: латунь
Габариты: 28х59х20.5 мм";шт; ;"Шина ""N"" нулевая с изолятором на DIN-рейку 6x9мм стойка мал. 8 групп инд. стикер TDM";1;"Шина ""N"" нулевая с изолятором на DIN-рейку 6x9мм стойка мал. 8 групп инд. стикер TDM";9;1;2;0;1;Новинка;"4690259290602                 
4690259290596"
00086029;"            Шина N ""ноль"" в комб DIN-изол ""Стойка"" ШНИ-8х12-12-КС-С IEK";YNN10-812-12DP-K07;шт; ;шт; ;"Шина N ""ноль"" в комб DIN-изол ""Стойка"" ШНИ-8х12-12-КС-С IEK";0;"Шина N ""ноль"" в комб DIN-изол ""Стойка"" ШНИ-8х12-12-КС-С IEK";12;3;2;0,0001;0;Новинка; 
00086030;"            Шина N ""ноль"" в комб DIN-изол ""Стойка"" ШНИ-8х12-6-КС-С IEK";YNN10-812-6DP-K07;шт; ;шт; ;"Шина N ""ноль"" в комб DIN-изол ""Стойка"" ШНИ-8х12-6-КС-С IEK";0;"Шина N ""ноль"" в комб DIN-изол ""Стойка"" ШНИ-8х12-6-КС-С IEK";8;3;3;0,0001;0;Новинка; 
00086026;"            Шина N ""ноль"" на DIN-изол ШНИ-6х9-10-Д-С IEK";YNN10-69-10D-K07;шт; ;шт; ;"Шина N ""ноль"" на DIN-изол ШНИ-6х9-10-Д-С IEK";0;"Шина N ""ноль"" на DIN-изол ШНИ-6х9-10-Д-С IEK";9;4;1;0;0;Новинка; 
00086028;"            Шина N ""ноль"" на DIN-изол ШНИ-6х9-8-Д-С IEK";YNN10-69-8D-K07;шт; ;шт; ;"Шина N ""ноль"" на DIN-изол ШНИ-6х9-8-Д-С IEK";0;"Шина N ""ноль"" на DIN-изол ШНИ-6х9-8-Д-С IEK";9;4;1;0;0;Новинка; 
00086027;"            Шина PE ""земля"" на DIN-изол ШНИ-6х9-8-Д-Ж IEK";YNN10-69-8D-K05;шт; ;шт; ;"Шина PE ""земля"" на DIN-изол ШНИ-6х9-8-Д-Ж IEK";0;"Шина PE ""земля"" на DIN-изол ШНИ-6х9-8-Д-Ж IEK";9;4;1;0;0;Новинка; 
00079543;            Шина PEN земля-ноль 6х9мм 8/2 (8групп/креп по краям)  IEK ЭЛК; ;шт; ;шт; ;Шина PEN земля-ноль 6х9мм 8/2 (8групп/креп по краям)  IEK ЭЛК;1;Шина PEN земля-ноль 6х9мм 8/2 (8групп/креп по краям)  IEK ЭЛК;2;9;3;0,0001;1;Новинка;"4606056048537                 
4606056048520"
00079544;            Шина нулевая в корпусе (2х7) EKF;sn0-2x7;шт;Шины предназначены для присоединения нулевых проводников (шина N) и заземления (шина PE). Шины выполнены из латуни и никелированной латуни. Нулевая шина устанавливается на изоляторе;шт; ;Шина нулевая в корпусе (2х7) EKF;1;Шина нулевая в корпусе (2х7) EKF;4;6;0;0;1;Новинка;4,61E+12
00079545;            Шина нулевая в корпусе (4х11) EKF;sn0-4x11;шт;Шины предназначены для присоединения нулевых проводников (шина N) и заземления (шина PE). Шины выполнены из латуни и никелированной латуни. Нулевая шина устанавливается на изоляторе;шт; ;Шина нулевая в корпусе (4х11) EKF;1;Шина нулевая в корпусе (4х11) EKF;9;10;5;0,0005;1;Новинка;4,61E+12
00086025;            Шины на DIN-рейку (кросс-модуль) ШНК 4х15 3L+PEN IEK;YND10-4-15-125;шт; ;шт; ;Шины на DIN-рейку (кросс-модуль) ШНК 4х15 3L+PEN IEK;0;Шины на DIN-рейку (кросс-модуль) ШНК 4х15 3L+PEN IEK;15;10;6;0,0009;0;Новинка; 
00086024;            Шины на DIN-рейку (кросс-модуль) ШНК 4х7 3L+PEN IEK;YND10-4-07-100;шт; ;шт; ;Шины на DIN-рейку (кросс-модуль) ШНК 4х7 3L+PEN IEK;0;Шины на DIN-рейку (кросс-модуль) ШНК 4х7 3L+PEN IEK;7;9;5;0,0003;0;Новинка; 
00079406;      Коннекторы RJ45;;;;;;;;;;;;;;;
00079552;         Коннектор RJ-45 TERACOM PRO неэкран. 8P8C 30мкд Cat.5E универс. (упак.10шт);TRP-PLUG-5EUTP-10;упак;Коннекторы (вилки) RJ45 предназначены для терминирования кабелей витая пара по схеме 8P8C и последующей их надежной и безопасной коммутации с активным и пассивным оборудованием, информационными розетками на рабочих местах, модулями Keystone в рамках постр;упак; ;Коннектор RJ-45 TERACOM PRO неэкран. 8P8C 30мкд Cat.5E универс. (упак.10шт);1;Коннектор RJ-45 TERACOM PRO неэкран. 8P8C 30мкд Cat.5E универс. (упак.10шт);12;16;1;0,0002;1;Новинка;4,69E+12
00079553;         Коннектор RJ-45 TERACOM PRO неэкран. 8P8C 30мкд Cat.5E универс. (упак.50шт);TRP-PLUG-5EUTP-50;упак;Коннекторы (вилки) RJ45 предназначены для терминирования кабелей витая пара по схеме 8P8C и последующей их надежной и безопасной коммутации с активным и пассивным оборудованием, информационными розетками на рабочих местах, модулями Keystone в рамках постр;упак; ;Коннектор RJ-45 TERACOM PRO неэкран. 8P8C 30мкд Cat.5E универс. (упак.50шт);1;Коннектор RJ-45 TERACOM PRO неэкран. 8P8C 30мкд Cat.5E универс. (упак.50шт);23;23;1;0,0005;1;Новинка;4,69E+12
00079554;         Розетка настенная TERACOM Cat.5E неэкран. 2 порта RJ-45 Dual IDC белая;TRC-WBOX-2RJ45-5EUTP-WH;шт;Настенные розетки TERACOM выпускаются в неэкранированном исполнении и соответствуют категории 5E. В конструкцию розеток входит печатная плата, на которой смонтированы контактные колодки IDC, что существенно повышает их качество и увеличивает срок эксплуат;шт; ;Розетка настенная TERACOM Cat.5E неэкран. 2 порта RJ-45 Dual IDC белая;1;Розетка настенная TERACOM Cat.5E неэкран. 2 порта RJ-45 Dual IDC белая;14;11;0;0;1;Новинка;4,69E+12
00079408;      Коробка распаечная;;;;;;;;;;;;;;;
00079555;         Коробка КМ41206-01 распаячная для о/п 50х50х22 мм белая (4 клеммы 3мм2) IEK ЭЛК; ;шт;"Монтажные коробки для открытого монтажа предназначены для разветвления проводов и кабелей, также для скрытия и дополнительной защиты мест коммутации. Коробки используются как часть системы электрической канализации, состоящей из кабельных каналов.
Для удо";шт; ;Коробка КМ41206-01 распаячная для о/п 50х50х22 мм белая (4 клеммы 3мм2) IEK ЭЛК;1;Коробка КМ41206-01 распаячная для о/п 50х50х22 мм белая (4 клеммы 3мм2) IEK ЭЛК;5;5;2;0,0001;1;Новинка;4,61E+12
00079556;         Коробка КМ41212-01 распаячная для о/п 75х75х20 мм белая (6 клемм 6мм2) IEK ЭЛК; ;шт;"Монтажные коробки для открытого монтажа предназначены для разветвления проводов и кабелей, также для скрытия и дополнительной защиты мест коммутации. Коробки используются как часть системы электрической канализации, состоящей из кабельных каналов.
Для удо";шт; ;Коробка КМ41212-01 распаячная для о/п 75х75х20 мм белая (6 клемм 6мм2) IEK ЭЛК;1;Коробка КМ41212-01 распаячная для о/п 75х75х20 мм белая (6 клемм 6мм2) IEK ЭЛК;7,5;7,5;2;0,0001;1;Новинка;4,61E+12
00079557;         Коробка разветвительная о/у сер IP55 80х40 Systeme Electric  (1/96);IMT35094;шт;"Монтажные коробки для открытого монтажа предназначены для разветвления проводов и кабелей, также для скрытия и дополнительной защиты мест коммутации. Коробки используются как часть системы электрической канализации, состоящей из кабельных каналов.
Для удо";шт; ;Коробка разветвительная о/у сер IP55 80х40 Systeme Electric  (1/96);1;Коробка разветвительная о/у сер IP55 80х40 Systeme Electric  (1/96);8;4;8;0,0003;1;Новинка;"2000795570014                 
2000724580015"
00079558;         Коробка разветвительная о/у серый IP55 100х100х50 Systeme Electric(1/45);IMT35091;шт;"Монтажные коробки для открытого монтажа предназначены для разветвления проводов и кабелей, также для скрытия и дополнительной защиты мест коммутации. Коробки используются как часть системы электрической канализации, состоящей из кабельных каналов.
Для удо";шт; ;Коробка разветвительная о/у серый IP55 100х100х50 Systeme Electric(1/45);1;Коробка разветвительная о/у серый IP55 100х100х50 Systeme Electric(1/45);10;10;5;0,0005;1;Новинка;"2000795580013                 
2000724590014"
